Market_ID,Plan_ID,PPO,Network Score,Satisfaction Score,Premium,Inside Good Share
165,10,0,0.83,0.725,2.3844598,0.12650
165,16,0,0.88,0.865,2.3850575,0.21808
166,10,0,0.83,0.725,2.3365849,0.15433
166,16,0,0.88,0.865,2.4033495,0.22815
166,9,1,0.85,0.775,2.6194288,0.26185
166,2,0,0.84,0.825,2.3984303,0.16993
167,8,0,0.92,0.925,2.4623692,0.20868
167,15,1,0.91,0.875,2.649531,0.28902
167,13,1,0.78,0.82,2.5228109,0.19406
167,2,0,0.84,0.825,2.3857863,0.14166
168,16,0,0.88,0.865,2.4118653,0.14787
168,1,1,0.91,0.85,2.6140909,0.23895
168,9,1,0.85,0.775,2.5168775,0.19513
168,3,1,0.9,0.915,2.6097887,0.26248
169,8,0,0.92,0.925,2.4383876,0.19209
169,12,1,0.875,0.91,2.6327776,0.24831
169,7,1,0.9,0.85,2.616234,0.23447
169,16,0,0.88,0.865,2.3698026,0.16590
170,4,1,0.84,0.78,2.5476557,0.21042
170,8,0,0.92,0.925,2.4371478,0.22637
170,3,1,0.9,0.915,2.7146317,0.24462
170,11,0,0.84,0.83,2.3424952,0.15149
171,13,1,0.78,0.82,2.5032953,0.16941
171,8,0,0.92,0.925,2.4318198,0.19494
171,7,1,0.9,0.85,2.5882818,0.23111
171,3,1,0.9,0.915,2.6231183,0.25064
172,10,0,0.83,0.725,2.3455648,0.14687
172,12,1,0.875,0.91,2.7054572,0.29410
172,14,0,0.92,0.85,2.4663872,0.21557
172,13,1,0.78,0.82,2.6951757,0.15806
173,1,1,0.91,0.85,2.6332812,0.26820
173,11,0,0.84,0.83,2.3561697,0.15138
173,15,1,0.91,0.875,2.6433647,0.26082
173,6,0,0.89,0.875,2.4648192,0.15455
174,13,1,0.78,0.82,2.5088223,0.17623
174,1,1,0.91,0.85,2.6150454,0.25676
174,4,1,0.84,0.78,2.5161428,0.19772
174,12,1,0.875,0.91,2.662404,0.21224
175,7,1,0.9,0.85,2.5960738,0.23328
175,6,0,0.89,0.875,2.3667802,0.17988
175,3,1,0.9,0.915,2.6077109,0.25485
175,4,1,0.84,0.78,2.5297769,0.17962
176,14,0,0.92,0.85,2.4178239,0.20829
176,8,0,0.92,0.925,2.4339822,0.24030
176,5,0,0.86,0.8,2.3374248,0.17179
176,16,0,0.88,0.865,2.370465,0.20051
177,16,0,0.88,0.865,2.4522704,0.22006
177,13,1,0.78,0.82,2.616113,0.25379
177,5,0,0.86,0.8,2.4196256,0.17784
177,10,0,0.83,0.725,2.4019891,0.15419
178,5,0,0.86,0.8,2.35218,0.17273
178,13,1,0.78,0.82,2.5792503,0.20724
178,8,0,0.92,0.925,2.427713,0.23439
178,6,0,0.89,0.875,2.3639706,0.21362
179,11,0,0.84,0.83,2.3593605,0.18021
179,9,1,0.85,0.775,2.5908732,0.21991
179,13,1,0.78,0.82,2.5230523,0.20274
179,4,1,0.84,0.78,2.5372182,0.23060
180,9,1,0.85,0.775,2.6125928,0.22591
180,12,1,0.875,0.91,2.7618037,0.22434
180,10,0,0.83,0.725,2.3422334,0.13414
180,8,0,0.92,0.925,2.4591047,0.23749
181,11,0,0.84,0.83,2.3632246,0.18249
181,4,1,0.84,0.78,2.692964,0.18580
181,9,1,0.85,0.775,2.5881182,0.24005
181,8,0,0.92,0.925,2.5122265,0.21254
182,3,1,0.9,0.915,2.6878013,0.31207
182,10,0,0.83,0.725,2.3409519,0.14486
182,13,1,0.78,0.82,2.5677168,0.19289
182,11,0,0.84,0.83,2.3491145,0.17731
183,11,0,0.84,0.83,2.3222557,0.16452
183,7,1,0.9,0.85,2.6960574,0.25709
183,14,0,0.92,0.85,2.4224151,0.18950
183,8,0,0.92,0.925,2.4502182,0.21451
184,14,0,0.92,0.85,2.4595572,0.18040
184,9,1,0.85,0.775,2.5642209,0.22686
184,6,0,0.89,0.875,2.3737871,0.20175
184,4,1,0.84,0.78,2.5466051,0.22553
185,6,0,0.89,0.875,2.3844344,0.19757
185,7,1,0.9,0.85,2.6469247,0.26476
185,16,0,0.88,0.865,2.3913944,0.17635
185,13,1,0.78,0.82,2.5300451,0.19650
186,5,0,0.86,0.8,2.3433116,0.16356
186,14,0,0.92,0.85,2.4405785,0.18260
186,3,1,0.9,0.915,2.6595884,0.29278
186,13,1,0.78,0.82,2.5372974,0.19646
187,11,0,0.84,0.83,2.3245228,0.17579
187,5,0,0.86,0.8,2.3469841,0.16854
187,16,0,0.88,0.865,2.3809861,0.19453
187,3,1,0.9,0.915,2.7241603,0.28884
188,13,1,0.78,0.82,2.5467782,0.22008
188,6,0,0.89,0.875,2.5217045,0.16991
188,10,0,0.83,0.725,2.3433425,0.13869
188,1,1,0.91,0.85,2.6673848,0.29417
189,7,1,0.9,0.85,2.5870621,0.21961
189,1,1,0.91,0.85,2.592303,0.22328
189,3,1,0.9,0.915,2.5903889,0.24617
189,4,1,0.84,0.78,2.5549049,0.16033
190,3,1,0.9,0.915,2.6377802,0.23605
190,6,0,0.89,0.875,2.4023695,0.15813
190,1,1,0.91,0.85,2.6140454,0.22640
190,12,1,0.875,0.91,2.5892628,0.22604
191,7,1,0.9,0.85,2.6259725,0.26704
191,11,0,0.84,0.83,2.3347313,0.15883
191,16,0,0.88,0.865,2.3915895,0.16951
191,12,1,0.875,0.91,2.6647559,0.24035
192,15,1,0.91,0.875,2.666779,0.28353
192,13,1,0.78,0.82,2.533606,0.19535
192,10,0,0.83,0.725,2.3250517,0.12418
192,8,0,0.92,0.925,2.4451949,0.22854
193,16,0,0.88,0.865,2.404037,0.21593
193,5,0,0.86,0.8,2.4053214,0.17984
193,10,0,0.83,0.725,2.3377839,0.14298
193,8,0,0.92,0.925,2.4551989,0.27052
194,6,0,0.89,0.875,2.4297443,0.17685
194,13,1,0.78,0.82,2.5332011,0.18103
194,4,1,0.84,0.78,2.5337993,0.21089
194,1,1,0.91,0.85,2.6223714,0.26909
195,13,1,0.78,0.82,2.5749987,0.19504
195,16,0,0.88,0.865,2.3923183,0.20362
195,7,1,0.9,0.85,2.6720607,0.27075
195,5,0,0.86,0.8,2.3605396,0.16040
196,14,0,0.92,0.85,2.4212299,0.16785
196,4,1,0.84,0.78,2.5332884,0.21306
196,8,0,0.92,0.925,2.4337804,0.19684
196,1,1,0.91,0.85,2.6176083,0.26120
197,3,1,0.9,0.915,2.7132944,0.22788
197,14,0,0.92,0.85,2.4867464,0.16302
197,9,1,0.85,0.775,2.5337668,0.20874
197,7,1,0.9,0.85,2.6381124,0.23443
198,4,1,0.84,0.78,2.5583508,0.21807
198,14,0,0.92,0.85,2.4512373,0.19011
198,15,1,0.91,0.875,2.6586079,0.28694
198,2,0,0.84,0.825,2.4031727,0.13509
199,6,0,0.89,0.875,2.4060761,0.22577
199,8,0,0.92,0.925,2.4809266,0.25550
199,2,0,0.84,0.825,2.3708382,0.17417
199,11,0,0.84,0.83,2.4142289,0.15548
200,6,0,0.89,0.875,2.3932459,0.19398
200,5,0,0.86,0.8,2.3494865,0.15833
200,12,1,0.875,0.91,2.6447876,0.27016
200,4,1,0.84,0.78,2.5344439,0.21276
201,1,1,0.91,0.85,2.6113377,0.24054
201,12,1,0.875,0.91,2.6564376,0.19994
201,2,0,0.84,0.825,2.3461458,0.11740
201,14,0,0.92,0.85,2.4036222,0.15053
201,16,0,0.88,0.865,2.3717734,0.14558
202,6,0,0.89,0.875,2.3536806,0.15977
202,4,1,0.84,0.78,2.6578113,0.11795
202,1,1,0.91,0.85,2.5843477,0.22367
202,12,1,0.875,0.91,2.6045225,0.20729
202,14,0,0.92,0.85,2.4101092,0.14872
203,15,1,0.91,0.875,2.5926513,0.21242
203,8,0,0.92,0.925,2.4036524,0.16684
203,13,1,0.78,0.82,2.4834277,0.14020
203,16,0,0.88,0.865,2.3388156,0.13837
203,3,1,0.9,0.915,2.618832,0.20721
204,2,0,0.84,0.825,2.434714,0.10255
204,13,1,0.78,0.82,2.5075513,0.17258
204,8,0,0.92,0.925,2.4167032,0.18257
204,15,1,0.91,0.875,2.6381409,0.25398
204,5,0,0.86,0.8,2.3312111,0.13999
205,10,0,0.83,0.725,2.369177,0.10617
205,4,1,0.84,0.78,2.5507039,0.21466
205,2,0,0.84,0.825,2.3494279,0.13714
205,6,0,0.89,0.875,2.3915272,0.17543
205,9,1,0.85,0.775,2.5520679,0.21426
206,8,0,0.92,0.925,2.4239152,0.21683
206,9,1,0.85,0.775,2.6274364,0.20283
206,10,0,0.83,0.725,2.3154488,0.12073
206,2,0,0.84,0.825,2.3490153,0.14348
206,5,0,0.86,0.8,2.3341936,0.15664
207,11,0,0.84,0.83,2.3289077,0.17649
207,5,0,0.86,0.8,2.3408682,0.16846
207,2,0,0.84,0.825,2.3599311,0.15073
207,4,1,0.84,0.78,2.5887267,0.22260
207,10,0,0.83,0.725,2.3351632,0.12159
208,7,1,0.9,0.85,2.608269,0.20421
208,4,1,0.84,0.78,2.5162455,0.17230
208,16,0,0.88,0.865,2.4002356,0.12862
208,2,0,0.84,0.825,2.3423769,0.11459
208,3,1,0.9,0.915,2.5935344,0.24034
209,8,0,0.92,0.925,2.3969491,0.17561
209,6,0,0.89,0.875,2.3655563,0.15628
209,1,1,0.91,0.85,2.6057799,0.22340
209,16,0,0.88,0.865,2.3426256,0.15158
209,4,1,0.84,0.78,2.5897494,0.15067
210,9,1,0.85,0.775,2.5556136,0.21197
210,13,1,0.78,0.82,2.5350031,0.20333
210,6,0,0.89,0.875,2.4375684,0.16500
210,11,0,0.84,0.83,2.3431212,0.14955
210,10,0,0.83,0.725,2.331343,0.11638
211,13,1,0.78,0.82,2.5777881,0.20309
211,10,0,0.83,0.725,2.3250983,0.12467
211,16,0,0.88,0.865,2.4523822,0.15552
211,14,0,0.92,0.85,2.4280752,0.19152
211,11,0,0.84,0.83,2.3224502,0.16482
212,3,1,0.9,0.915,2.6592994,0.22637
212,13,1,0.78,0.82,2.5172072,0.15545
212,9,1,0.85,0.775,2.520152,0.17783
212,8,0,0.92,0.925,2.4134132,0.17936
212,5,0,0.86,0.8,2.3537869,0.11792
213,16,0,0.88,0.865,2.3603742,0.16973
213,5,0,0.86,0.8,2.3291101,0.14839
213,8,0,0.92,0.925,2.4137819,0.20845
213,6,0,0.89,0.875,2.351229,0.18813
213,2,0,0.84,0.825,2.3658779,0.12687
214,3,1,0.9,0.915,2.5756904,0.21176
214,7,1,0.9,0.85,2.5927485,0.18133
214,16,0,0.88,0.865,2.3376033,0.12834
214,8,0,0.92,0.925,2.388917,0.15957
214,15,1,0.91,0.875,2.5946419,0.18685
215,3,1,0.9,0.915,2.5936473,0.23071
215,1,1,0.91,0.85,2.5886841,0.21208
215,16,0,0.88,0.865,2.334117,0.12931
215,8,0,0.92,0.925,2.3800488,0.15951
215,14,0,0.92,0.85,2.3815536,0.13256
216,12,1,0.875,0.91,2.6535877,0.20755
216,5,0,0.86,0.8,2.3147344,0.12865
216,6,0,0.89,0.875,2.3407002,0.16155
216,15,1,0.91,0.875,2.6097166,0.23834
216,11,0,0.84,0.83,2.3187503,0.12210
217,15,1,0.91,0.875,2.5778701,0.22802
217,4,1,0.84,0.78,2.5066966,0.16659
217,5,0,0.86,0.8,2.3578044,0.11324
217,12,1,0.875,0.91,2.5719147,0.21246
217,13,1,0.78,0.82,2.4809731,0.14449
218,4,1,0.84,0.78,2.5022483,0.18436
218,7,1,0.9,0.85,2.6277117,0.20085
218,12,1,0.875,0.91,2.6043069,0.21765
218,5,0,0.86,0.8,2.3527661,0.13233
218,13,1,0.78,0.82,2.56576,0.12231
219,14,0,0.92,0.85,2.4017626,0.13562
219,12,1,0.875,0.91,2.596494,0.19404
219,15,1,0.91,0.875,2.5729647,0.21480
219,4,1,0.84,0.78,2.5043075,0.15399
219,8,0,0.92,0.925,2.3930122,0.16605
220,2,0,0.84,0.825,2.3519639,0.13177
220,16,0,0.88,0.865,2.4094587,0.14754
220,9,1,0.85,0.775,2.6291265,0.15744
220,15,1,0.91,0.875,2.6266039,0.26823
220,11,0,0.84,0.83,2.3093255,0.14426
221,11,0,0.84,0.83,2.3265726,0.17003
221,4,1,0.84,0.78,2.6676049,0.17842
221,9,1,0.85,0.775,2.5572509,0.22918
221,16,0,0.88,0.865,2.386821,0.18649
221,10,0,0.83,0.725,2.5369023,0.07233
222,6,0,0.89,0.875,2.5262501,0.12245
222,1,1,0.91,0.85,2.7180905,0.23588
222,16,0,0.88,0.865,2.4026002,0.15604
222,5,0,0.86,0.8,2.3375668,0.15004
222,14,0,0.92,0.85,2.4450077,0.17253
223,2,0,0.84,0.825,2.3598297,0.12944
223,12,1,0.875,0.91,2.616911,0.24166
223,13,1,0.78,0.82,2.5006286,0.16810
223,5,0,0.86,0.8,2.34039,0.13571
223,9,1,0.85,0.775,2.565864,0.17986
224,10,0,0.83,0.725,2.3474365,0.10478
224,5,0,0.86,0.8,2.3450506,0.15215
224,2,0,0.84,0.825,2.348469,0.13447
224,3,1,0.9,0.915,2.6819687,0.26026
224,9,1,0.85,0.775,2.5741599,0.19435
225,14,0,0.92,0.85,2.4031451,0.17100
225,5,0,0.86,0.8,2.3323223,0.14483
225,11,0,0.84,0.83,2.3430809,0.12989
225,15,1,0.91,0.875,2.6547315,0.26998
225,2,0,0.84,0.825,2.341322,0.13225
226,1,1,0.91,0.85,2.5436753,0.18643
226,4,1,0.84,0.78,2.48746,0.14453
226,12,1,0.875,0.91,2.5548343,0.17506
226,3,1,0.9,0.915,2.6082912,0.17787
226,15,1,0.91,0.875,2.5721122,0.18609
227,11,0,0.84,0.83,2.3288467,0.13191
227,9,1,0.85,0.775,2.5397767,0.19083
227,7,1,0.9,0.85,2.6148698,0.22875
227,5,0,0.86,0.8,2.3246959,0.13366
227,8,0,0.92,0.925,2.4223754,0.17004
228,13,1,0.78,0.82,2.5235546,0.16357
228,4,1,0.84,0.78,2.5180907,0.19671
228,9,1,0.85,0.775,2.5239667,0.19569
228,11,0,0.84,0.83,2.3429865,0.13344
228,14,0,0.92,0.85,2.425353,0.16594
229,4,1,0.84,0.78,2.53072,0.18371
229,16,0,0.88,0.865,2.3809445,0.14721
229,11,0,0.84,0.83,2.3496201,0.11771
229,14,0,0.92,0.85,2.3940272,0.15529
229,3,1,0.9,0.915,2.6255997,0.25054
230,3,1,0.9,0.915,2.5800817,0.22170
230,14,0,0.92,0.85,2.4326897,0.12496
230,15,1,0.91,0.875,2.5643928,0.21206
230,16,0,0.88,0.865,2.4192892,0.10730
230,12,1,0.875,0.91,2.5688817,0.19839
231,15,1,0.91,0.875,2.5906563,0.24289
231,12,1,0.875,0.91,2.6296418,0.21255
231,4,1,0.84,0.78,2.5146314,0.17134
231,10,0,0.83,0.725,2.3120635,0.09950
231,11,0,0.84,0.83,2.3306768,0.13221
232,15,1,0.91,0.875,2.6107989,0.22877
232,10,0,0.83,0.725,2.327578,0.09288
232,14,0,0.92,0.85,2.4066674,0.14274
232,1,1,0.91,0.85,2.5892246,0.22628
232,8,0,0.92,0.925,2.4059381,0.16572
233,12,1,0.875,0.91,2.5760862,0.19464
233,3,1,0.9,0.915,2.5929236,0.21419
233,5,0,0.86,0.8,2.3093753,0.11236
233,8,0,0.92,0.925,2.3861695,0.15843
233,7,1,0.9,0.85,2.5653842,0.18916
234,3,1,0.9,0.915,2.5804604,0.22241
234,6,0,0.89,0.875,2.3675877,0.13383
234,9,1,0.85,0.775,2.4922972,0.15773
234,15,1,0.91,0.875,2.5849192,0.20491
234,8,0,0.92,0.925,2.4078352,0.14821
235,14,0,0.92,0.85,2.3947165,0.16150
235,9,1,0.85,0.775,2.5281415,0.19345
235,5,0,0.86,0.8,2.3393354,0.12351
235,12,1,0.875,0.91,2.6196445,0.22751
235,16,0,0.88,0.865,2.3626641,0.14894
236,9,1,0.85,0.775,2.5254751,0.18155
236,3,1,0.9,0.915,2.637968,0.24533
236,10,0,0.83,0.725,2.3508342,0.09461
236,6,0,0.89,0.875,2.3680355,0.16346
236,4,1,0.84,0.78,2.5449271,0.17094
237,7,1,0.9,0.85,2.645397,0.19333
237,16,0,0.88,0.865,2.3485318,0.14525
237,11,0,0.84,0.83,2.3037381,0.12562
237,1,1,0.91,0.85,2.6155524,0.22091
237,8,0,0.92,0.925,2.4071424,0.17124
238,10,0,0.83,0.725,2.3224337,0.12083
238,13,1,0.78,0.82,2.5542996,0.20095
238,16,0,0.88,0.865,2.375655,0.17733
238,6,0,0.89,0.875,2.389532,0.18483
238,11,0,0.84,0.83,2.3254101,0.15951
239,8,0,0.92,0.925,2.4078329,0.18329
239,9,1,0.85,0.775,2.542535,0.17188
239,3,1,0.9,0.915,2.704084,0.19200
239,1,1,0.91,0.85,2.6115648,0.21254
239,10,0,0.83,0.725,2.328914,0.09469
240,3,1,0.9,0.915,2.5760197,0.22408
240,9,1,0.85,0.775,2.5110961,0.16045
240,15,1,0.91,0.875,2.5650281,0.21359
240,5,0,0.86,0.8,2.3400349,0.11467
240,4,1,0.84,0.78,2.4896078,0.15459
241,2,0,0.84,0.825,2.3762783,0.10355
241,14,0,0.92,0.85,2.431841,0.13384
241,3,1,0.9,0.915,2.6284517,0.20349
241,12,1,0.875,0.91,2.5829011,0.20757
241,1,1,0.91,0.85,2.5737181,0.21366
242,16,0,0.88,0.865,2.3571329,0.14951
242,12,1,0.875,0.91,2.6311506,0.21810
242,14,0,0.92,0.85,2.3986574,0.15445
242,6,0,0.89,0.875,2.3457626,0.15545
242,1,1,0.91,0.85,2.7302369,0.17540
243,9,1,0.85,0.775,2.497115,0.15986
243,11,0,0.84,0.83,2.3137626,0.12332
243,12,1,0.875,0.91,2.5774611,0.19952
243,15,1,0.91,0.875,2.5842526,0.21145
243,7,1,0.9,0.85,2.6205751,0.17049
244,10,0,0.83,0.725,2.3144568,0.09868
244,14,0,0.92,0.85,2.4030689,0.15737
244,15,1,0.91,0.875,2.6271926,0.21845
244,3,1,0.9,0.915,2.6763585,0.20155
244,4,1,0.84,0.78,2.5093088,0.17833
245,13,1,0.78,0.82,2.5266986,0.17501
245,2,0,0.84,0.825,2.3498529,0.13966
245,5,0,0.86,0.8,2.3368521,0.14485
245,11,0,0.84,0.83,2.3234159,0.14454
245,7,1,0.9,0.85,2.6283194,0.24797
246,3,1,0.9,0.915,2.5805214,0.20914
246,5,0,0.86,0.8,2.3222016,0.11698
246,7,1,0.9,0.85,2.565577,0.18754
246,9,1,0.85,0.775,2.4884245,0.14845
246,15,1,0.91,0.875,2.5569452,0.20555
247,5,0,0.86,0.8,2.3503403,0.12601
247,9,1,0.85,0.775,2.518744,0.19095
247,4,1,0.84,0.78,2.5396036,0.15926
247,7,1,0.9,0.85,2.589077,0.22249
247,6,0,0.89,0.875,2.3519553,0.16096
248,13,1,0.78,0.82,2.5062843,0.17417
248,2,0,0.84,0.825,2.3601768,0.14052
248,7,1,0.9,0.85,2.6129236,0.23827
248,9,1,0.85,0.775,2.5346564,0.20320
248,10,0,0.83,0.725,2.3739167,0.09603
249,14,0,0.92,0.85,2.458048,0.19285
249,5,0,0.86,0.8,2.343778,0.17749
249,2,0,0.84,0.825,2.3832436,0.15548
249,10,0,0.83,0.725,2.3593541,0.12923
249,11,0,0.84,0.83,2.3365525,0.17254
250,6,0,0.89,0.875,2.3757991,0.18832
250,14,0,0.92,0.85,2.4162962,0.18295
250,10,0,0.83,0.725,2.3151126,0.12012
250,13,1,0.78,0.82,2.5622719,0.19425
250,11,0,0.84,0.83,2.3107048,0.15779
251,7,1,0.9,0.85,2.5619031,0.17606
251,9,1,0.85,0.775,2.4902561,0.15152
251,3,1,0.9,0.915,2.5712586,0.20748
251,8,0,0.92,0.925,2.3929918,0.15596
251,1,1,0.91,0.85,2.5735541,0.17913
252,14,0,0.92,0.85,2.4131503,0.17898
252,13,1,0.78,0.82,2.5346612,0.18008
252,6,0,0.89,0.875,2.39411,0.16934
252,4,1,0.84,0.78,2.5911197,0.17834
252,5,0,0.86,0.8,2.3351768,0.14372
253,7,1,0.9,0.85,2.5754338,0.20379
253,3,1,0.9,0.915,2.6042794,0.22349
253,8,0,0.92,0.925,2.4253608,0.15558
253,11,0,0.84,0.83,2.2973815,0.11739
253,4,1,0.84,0.78,2.492549,0.16489
254,4,1,0.84,0.78,2.5341274,0.17484
254,2,0,0.84,0.825,2.3431379,0.12323
254,12,1,0.875,0.91,2.5930132,0.22961
254,16,0,0.88,0.865,2.3572532,0.15305
254,9,1,0.85,0.775,2.5269402,0.17854
255,5,0,0.86,0.8,2.3544812,0.12077
255,14,0,0.92,0.85,2.4156833,0.15751
255,4,1,0.84,0.78,2.5237528,0.17393
255,9,1,0.85,0.775,2.528607,0.17791
255,12,1,0.875,0.91,2.5985482,0.22856
256,4,1,0.84,0.78,2.5257524,0.16866
256,6,0,0.89,0.875,2.3831175,0.14651
256,15,1,0.91,0.875,2.5793759,0.23167
256,9,1,0.85,0.775,2.505682,0.17809
256,16,0,0.88,0.865,2.3636298,0.13688
257,1,1,0.91,0.85,2.6011143,0.23522
257,9,1,0.85,0.775,2.5951897,0.15835
257,8,0,0.92,0.925,2.4890183,0.15714
257,4,1,0.84,0.78,2.5144843,0.18502
257,2,0,0.84,0.825,2.3752964,0.11657
258,16,0,0.88,0.865,2.3435484,0.15677
258,6,0,0.89,0.875,2.3415181,0.16672
258,3,1,0.9,0.915,2.6432866,0.25215
258,11,0,0.84,0.83,2.3236615,0.12596
258,14,0,0.92,0.85,2.397689,0.15183
259,5,0,0.86,0.8,2.320431,0.13748
259,6,0,0.89,0.875,2.3887963,0.15793
259,7,1,0.9,0.85,2.610474,0.23027
259,9,1,0.85,0.775,2.5717187,0.16752
259,14,0,0.92,0.85,2.3920855,0.15941
260,1,1,0.91,0.85,2.857752,0.18239
260,13,1,0.78,0.82,2.6192548,0.17768
260,10,0,0.83,0.725,2.4119431,0.11549
260,9,1,0.85,0.775,2.6918295,0.16993
260,5,0,0.86,0.8,2.3573477,0.18125
261,14,0,0.92,0.85,2.4144378,0.16467
261,2,0,0.84,0.825,2.3713498,0.12522
261,15,1,0.91,0.875,2.6196995,0.26313
261,10,0,0.83,0.725,2.3386568,0.10406
261,4,1,0.84,0.78,2.5168268,0.19282
262,2,0,0.84,0.825,2.3364626,0.11160
262,14,0,0.92,0.85,2.4139696,0.14356
262,9,1,0.85,0.775,2.5201165,0.16831
262,12,1,0.875,0.91,2.6010176,0.20509
262,15,1,0.91,0.875,2.5905766,0.23234
263,5,0,0.86,0.8,2.337722,0.12972
263,2,0,0.84,0.825,2.3341074,0.12345
263,15,1,0.91,0.875,2.6134337,0.24558
263,6,0,0.89,0.875,2.3408395,0.17411
263,4,1,0.84,0.78,2.5140796,0.18361
264,6,0,0.89,0.875,2.3487761,0.17053
264,10,0,0.83,0.725,2.3227547,0.10395
264,2,0,0.84,0.825,2.3719468,0.11350
264,15,1,0.91,0.875,2.6023039,0.24716
264,12,1,0.875,0.91,2.6249251,0.21931
265,14,0,0.92,0.85,2.3978986,0.15497
265,9,1,0.85,0.775,2.5283651,0.18917
265,11,0,0.84,0.83,2.3063923,0.12696
265,15,1,0.91,0.875,2.6359106,0.22877
265,8,0,0.92,0.925,2.4675239,0.15482
266,15,1,0.91,0.875,2.5907802,0.19652
266,8,0,0.92,0.925,2.392458,0.15484
266,12,1,0.875,0.91,2.578769,0.18678
266,16,0,0.88,0.865,2.3355623,0.12867
266,3,1,0.9,0.915,2.5985153,0.20161
267,1,1,0.91,0.85,2.6294814,0.25363
267,10,0,0.83,0.725,2.3750972,0.09586
267,8,0,0.92,0.925,2.4540064,0.17724
267,9,1,0.85,0.775,2.534031,0.20557
267,2,0,0.84,0.825,2.3856277,0.11542
268,5,0,0.86,0.8,2.33373,0.12596
268,6,0,0.89,0.875,2.3559,0.16579
268,3,1,0.9,0.915,2.6661152,0.22700
268,8,0,0.92,0.925,2.4296747,0.16641
268,4,1,0.84,0.78,2.5588441,0.16809
269,5,0,0.86,0.8,2.3245632,0.13350
269,6,0,0.89,0.875,2.3435871,0.17827
269,3,1,0.9,0.915,2.638794,0.25616
269,2,0,0.84,0.825,2.3602281,0.11804
269,13,1,0.78,0.82,2.5089103,0.16941
270,12,1,0.875,0.91,2.5791458,0.18922
270,6,0,0.89,0.875,2.3800885,0.13447
270,7,1,0.9,0.85,2.5666202,0.18399
270,9,1,0.85,0.775,2.5103448,0.14855
270,15,1,0.91,0.875,2.5721297,0.21142
271,14,0,0.92,0.85,2.4160747,0.16021
271,10,0,0.83,0.725,2.3353992,0.10061
271,3,1,0.9,0.915,2.6463401,0.24314
271,5,0,0.86,0.8,2.3219474,0.13458
271,1,1,0.91,0.85,2.648659,0.21158
272,9,1,0.85,0.775,2.5138661,0.18441
272,7,1,0.9,0.85,2.6016473,0.21592
272,11,0,0.84,0.83,2.3411443,0.11735
272,4,1,0.84,0.78,2.5235854,0.17435
272,8,0,0.92,0.925,2.4343697,0.16627
273,7,1,0.9,0.85,2.615909,0.24034
273,16,0,0.88,0.865,2.3814595,0.15729
273,13,1,0.78,0.82,2.533869,0.16302
273,11,0,0.84,0.83,2.3346072,0.12857
273,14,0,0.92,0.85,2.4022314,0.16327
274,8,0,0.92,0.925,2.4157191,0.17596
274,9,1,0.85,0.775,2.525771,0.18537
274,15,1,0.91,0.875,2.5946731,0.23701
274,13,1,0.78,0.82,2.5407141,0.14278
274,2,0,0.84,0.825,2.3597728,0.11719
275,3,1,0.9,0.915,2.6407956,0.24857
275,5,0,0.86,0.8,2.3429535,0.11772
275,16,0,0.88,0.865,2.3368957,0.14799
275,6,0,0.89,0.875,2.3316338,0.16134
275,8,0,0.92,0.925,2.392031,0.17958
276,13,1,0.78,0.82,2.5647074,0.19312
276,6,0,0.89,0.875,2.3781875,0.21055
276,4,1,0.84,0.78,2.7029885,0.15668
276,2,0,0.84,0.825,2.3556001,0.15402
276,10,0,0.83,0.725,2.3216381,0.12665
277,14,0,0.92,0.85,2.4363057,0.14753
277,9,1,0.85,0.775,2.5308135,0.19018
277,16,0,0.88,0.865,2.3708516,0.14483
277,1,1,0.91,0.85,2.6203208,0.22841
277,11,0,0.84,0.83,2.3086109,0.14163
278,1,1,0.91,0.85,2.5658612,0.19693
278,3,1,0.9,0.915,2.5727351,0.21826
278,13,1,0.78,0.82,2.4881863,0.12845
278,9,1,0.85,0.775,2.4902771,0.15195
278,12,1,0.875,0.91,2.6058665,0.17210
279,5,0,0.86,0.8,2.3223683,0.11377
279,3,1,0.9,0.915,2.5870408,0.21832
279,7,1,0.9,0.85,2.5763805,0.19560
279,14,0,0.92,0.85,2.406598,0.13636
279,12,1,0.875,0.91,2.5744747,0.20052
280,4,1,0.84,0.78,2.6694733,0.12497
280,11,0,0.84,0.83,2.5406959,0.08129
280,16,0,0.88,0.865,2.3655848,0.16151
280,3,1,0.9,0.915,2.6495533,0.24730
280,12,1,0.875,0.91,2.6124977,0.23316
281,6,0,0.89,0.875,2.3822457,0.14001
281,3,1,0.9,0.915,2.6063075,0.22764
281,11,0,0.84,0.83,2.3164875,0.12108
281,9,1,0.85,0.775,2.5050678,0.16650
281,7,1,0.9,0.85,2.5742948,0.20891
282,13,1,0.78,0.82,2.5067841,0.15886
282,2,0,0.84,0.825,2.3595524,0.12467
282,3,1,0.9,0.915,2.6244506,0.24332
282,10,0,0.83,0.725,2.3206759,0.10317
282,12,1,0.875,0.91,2.6053239,0.22653
283,5,0,0.86,0.8,2.3417839,0.13961
283,6,0,0.89,0.875,2.358394,0.18315
283,7,1,0.9,0.85,2.6405175,0.23461
283,10,0,0.83,0.725,2.3152787,0.11075
283,4,1,0.84,0.78,2.5547579,0.18098
284,14,0,0.92,0.85,2.4355929,0.13836
284,8,0,0.92,0.925,2.4421002,0.16438
284,16,0,0.88,0.865,2.3603733,0.14321
284,9,1,0.85,0.775,2.5198906,0.18080
